fk_euv,fecha_recepcion,fecha_hechos,SubtipoOrd,dependencia,pk_dependencia,MunHecho
3117209870,20/02/2020,12/12/2019,Emergencia,PODER JUDICIAL,176,Mérida
3117601248,20/02/2020,17/05/2019,Emergencia,PODER JUDICIAL,176,Mérida
3117601249,20/02/2020,17/05/2019,Emergencia,PODER JUDICIAL,176,Mérida
3117601250,20/02/2020,12/12/2019,Emergencia,PODER JUDICIAL,176,Mérida
3117601251,20/02/2020,10/01/2020,Seleccione,PODER JUDICIAL,176,Tekax
3117601252,21/02/2020,10/01/2020,Seleccione,PODER JUDICIAL,176,Tekax
3117601253,21/02/2020,10/01/2020,Seleccione,PODER JUDICIAL,176,Tekax
3117601254,21/02/2020,20/01/2020,Seleccione,PODER JUDICIAL,176,Tekax
3117209643,21/02/2020,08/08/2019,Seleccione,PODER JUDICIAL,176,Kanasín
3117601255,26/02/2020,04/08/2019,Seleccione,PODER JUDICIAL,176,Mérida
3116902934,26/02/2020,09/08/2019,Seleccione,PODER JUDICIAL,176,Mérida
3117601256,26/02/2020,14/12/2018,Seleccione,PODER JUDICIAL,176,Mérida
3117601257,27/02/2020,14/11/2018,Seleccione,PODER JUDICIAL,176,Chicxulub Pueblo
3117601258,27/02/2020,22/01/2020,Seleccione,PODER JUDICIAL,176,Tekax
3117601259,27/02/2020,22/01/2020,Seleccione,PODER JUDICIAL,176,Tekax
3117601260,27/02/2020,04/11/2019,Seleccione,PODER JUDICIAL,176,Mérida
3117601261,27/02/2020,10/06/2019,Seleccione,PODER JUDICIAL,176,Tixkokob
3117202887,28/02/2020,05/06/2019,Seleccione,PODER JUDICIAL,176,Motul
3117601262,28/02/2020,25/01/2020,Seleccione,PODER JUDICIAL,176,Tekax
3117601263,28/02/2020,25/01/2020,Seleccione,PODER JUDICIAL,176,Tekax
3116800287,28/02/2020,04/11/2019,Seleccione,PODER JUDICIAL,176,Cacalchén
3117601264,28/02/2020,25/01/2020,Seleccione,PODER JUDICIAL,176,Tekax
3117601265,28/02/2020,25/01/2020,Seleccione,PODER JUDICIAL,176,Tekax
3117209966,28/02/2020,04/06/2019,Seleccione,PODER JUDICIAL,176,Dzilam González
3117601266,28/02/2020,04/06/2019,Seleccione,PODER JUDICIAL,176,Dzilam González
3117601267,28/02/2020,22/10/2019,Seleccione,PODER JUDICIAL,176,Kanasín
3117208351,28/02/2020,17/01/2020,Emergencia,PODER JUDICIAL,176,Umán
3117601268,28/02/2020,23/10/2019,Seleccione,PODER JUDICIAL,176,Kanasín
3117601269,02/03/2020,07/01/2020,Emergencia,PODER JUDICIAL,176,Dzán
3117601270,02/03/2020,13/02/2020,Seleccione,PODER JUDICIAL,176,Kanasín
3116700079,02/03/2020,31/01/2020,Seleccione,PODER JUDICIAL,176,Tekax
3117601271,03/03/2020,31/01/2020,Seleccione,PODER JUDICIAL,176,Tekax
3117601272,03/03/2020,31/10/2019,Emergencia,PODER JUDICIAL,176,Tekit
3116903485,03/03/2020,01/10/2019,Seleccione,PODER JUDICIAL,176,Mérida
3117211296,04/03/2020,08/02/2020,Emergencia,PODER JUDICIAL,176,Mérida
3116903263,04/03/2020,25/06/2019,Seleccione,PODER JUDICIAL,176,Mérida
3116903045,05/03/2020,08/09/2019,Seleccione,PODER JUDICIAL,176,Chicxulub Pueblo
3117210558,06/03/2020,10/02/2020,Seleccione,PODER JUDICIAL,176,Yobaín
3117208365,06/03/2020,07/02/2019,Seleccione,PODER JUDICIAL,176,Motul
3117601274,06/03/2020,01/09/1993,Seleccione,PODER JUDICIAL,176,Tixkokob
3117601274,06/03/2020,01/09/1993,Seleccione,PODER JUDICIAL,176,Tixkokob
3117206648,06/03/2020,30/09/2019,Seleccione,PODER JUDICIAL,176,Motul
3117601275,06/03/2020,30/09/2019,Seleccione,PODER JUDICIAL,176,Motul
3117601276,06/03/2020,30/09/2019,Seleccione,PODER JUDICIAL,176,Motul
3117601277,09/03/2020,01/02/2020,Seleccione,PODER JUDICIAL,176,Mérida
3117601279,09/03/2020,14/02/2019,Emergencia,PODER JUDICIAL,176,Mérida
3117601278,09/03/2020,22/06/2019,Preventiva,PODER JUDICIAL,176,Conkal
3117601280,10/03/2020,28/11/2019,Seleccione,PODER JUDICIAL,176,Kanasín
3117601281,10/03/2020,14/02/2020,Emergencia,PODER JUDICIAL,176,Mérida
3117601282,10/03/2020,14/02/2020,Emergencia,PODER JUDICIAL,176,Mérida
3117601283,10/03/2020,10/01/2020,Emergencia,PODER JUDICIAL,176,Kanasín
3117601284,10/03/2020,15/01/2020,Emergencia,PODER JUDICIAL,176,Mérida
3117601285,10/03/2020,15/01/2020,Emergencia,PODER JUDICIAL,176,Mérida
3116903807,10/03/2020,26/08/2015,Seleccione,PODER JUDICIAL,176,Mérida
3117601286,11/03/2020,28/01/2020,Emergencia,PODER JUDICIAL,176,Mérida
3117601287,11/03/2020,28/01/2020,Emergencia,PODER JUDICIAL,176,Mérida
3116900624,11/03/2020,25/01/2020,Emergencia,PODER JUDICIAL,176,Mérida
3116903941,11/03/2020,12/01/2020,Seleccione,PODER JUDICIAL,176,Mérida
3117601288,11/03/2020,01/03/2019,Seleccione,PODER JUDICIAL,176,Kanasín
3117601289,11/03/2020,25/01/2020,Emergencia,PODER JUDICIAL,176,Mérida
3117601290,11/03/2020,24/12/2019,Seleccione,PODER JUDICIAL,176,Oxkutzcab
3117601291,12/03/2020,16/05/2010,Seleccione,PODER JUDICIAL,176,Mérida
3117601292,12/03/2020,11/04/2019,Seleccione,PODER JUDICIAL,176,Kanasín
3117601293,12/03/2020,08/01/2020,Seleccione,PODER JUDICIAL,176,Mérida
3117601294,12/03/2020,08/04/2019,Emergencia,PODER JUDICIAL,176,Tixkokob
3117601295,12/03/2020,08/04/2019,Emergencia,PODER JUDICIAL,176,Tixkokob
3117209448,13/03/2020,25/01/2020,Seleccione,PODER JUDICIAL,176,Akil
3117601296,13/03/2020,25/01/2020,Seleccione,PODER JUDICIAL,176,Akil
3117601297,13/03/2020,17/02/2020,Seleccione,PODER JUDICIAL,176,Tekax
3117601298,13/03/2020,17/02/2020,Seleccione,PODER JUDICIAL,176,Tekax
3117601299,13/03/2020,03/02/2020,Seleccione,PODER JUDICIAL,176,Tekax
3117601300,13/03/2020,03/02/2020,Seleccione,PODER JUDICIAL,176,Tekax
3116900891,13/03/2020,15/01/2020,Seleccione,PODER JUDICIAL,176,Akil
3117200697,13/03/2020,20/02/2020,Seleccione,PODER JUDICIAL,176,Motul
3117601301,13/03/2020,21/10/2019,Seleccione,PODER JUDICIAL,176,Kanasín
3117601302,13/03/2020,15/01/2020,Seleccione,PODER JUDICIAL,176,Akil
3117210526,13/03/2020,28/01/2020,Seleccione,PODER JUDICIAL,176,Conkal
3117601303,13/03/2020,15/01/2020,Seleccione,PODER JUDICIAL,176,Akil
3117601304,13/03/2020,15/09/2018,Seleccione,PODER JUDICIAL,176,Dzilam de Bravo
3117601305,17/03/2020,12/08/2019,Seleccione,PODER JUDICIAL,176,Motul
3117601306,17/03/2020,19/02/2020,Seleccione,PODER JUDICIAL,176,Kanasín
3117209044,17/03/2020,12/05/2019,Seleccione,PODER JUDICIAL,176,Celestún
3117601308,17/03/2020,12/05/2019,Seleccione,PODER JUDICIAL,176,Celestún
3116902025,18/03/2020,23/01/2019,Seleccione,PODER JUDICIAL,176,Mérida
3117601166,18/03/2020,10/08/2019,Seleccione,PODER JUDICIAL,176,Kanasín
3117601231,18/03/2020,27/01/2020,Seleccione,PODER JUDICIAL,176,Kanasín
3117209730,23/03/2020,18/01/2017,Seleccione,PODER JUDICIAL,176,Maxcanú
3117209730,23/03/2020,18/01/2017,Seleccione,PODER JUDICIAL,176,Maxcanú
3116700127,23/03/2020,21/02/2020,Seleccione,PODER JUDICIAL,176,Tecoh
3117601309,25/03/2020,15/01/2020,Seleccione,PODER JUDICIAL,176,Mérida
3117601310,26/03/2020,07/12/2019,Seleccione,PODER JUDICIAL,176,Mérida
3117207862,26/03/2020,08/12/2019,Seleccione,PODER JUDICIAL,176,Kanasín
3117601311,27/03/2020,07/02/2020,Emergencia,PODER JUDICIAL,176,Mérida
3117601312,30/03/2020,17/02/2020,Emergencia,PODER JUDICIAL,176,Mérida
3117601130,07/04/2020,16/08/2019,Seleccione,PODER JUDICIAL,176,Kanasín
3117601315,28/04/2020,29/03/2020,Emergencia,PODER JUDICIAL,176,Mérida
3117206311,28/04/2020,12/01/2018,Seleccione,PODER JUDICIAL,176,Umán
3117601316,29/04/2020,13/04/2020,Emergencia,PODER JUDICIAL,176,Dzilam González
3117601317,30/04/2020,12/04/2020,Emergencia,PODER JUDICIAL,176,Mérida
3117601318,30/04/2020,16/04/2020,Emergencia,PODER JUDICIAL,176,Mérida
3117601319,30/04/2020,11/02/2020,Seleccione,PODER JUDICIAL,176,Mérida
3117209449,06/05/2020,10/04/2019,Seleccione,PODER JUDICIAL,176,Mérida
3117102067,06/05/2020,20/03/2020,Seleccione,PODER JUDICIAL,176,Kanasín
3117601320,07/05/2020,08/01/2020,Seleccione,PODER JUDICIAL,176,Tecoh
3117211296,07/05/2020,07/02/2020,Seleccione,PODER JUDICIAL,176,Mérida
3116800273,08/05/2020,10/09/2019,Seleccione,PODER JUDICIAL,176,Tixkokob
3117210869,08/05/2020,15/11/2019,Seleccione,PODER JUDICIAL,176,Kanasín
3117210880,11/05/2020,08/11/2019,Seleccione,PODER JUDICIAL,176,Kanasín
3116900624,11/05/2020,25/01/2020,Seleccione,PODER JUDICIAL,176,Mérida
3117601321,13/05/2020,18/03/2020,Emergencia,PODER JUDICIAL,176,Tepakán
3117211062,13/05/2020,20/01/2020,Seleccione,PODER JUDICIAL,176,Tecoh
3117601322,14/05/2020,19/02/2020,Seleccione,PODER JUDICIAL,176,Peto
3117601323,15/05/2020,19/02/2020,Seleccione,PODER JUDICIAL,176,Peto
3117601324,15/05/2020,21/04/2020,Emergencia,PODER JUDICIAL,176,Akil
3117601325,18/05/2020,26/02/2020,Seleccione,PODER JUDICIAL,176,Temax
3117210639,19/05/2020,15/05/2019,Seleccione,PODER JUDICIAL,176,Chicxulub Pueblo
3117601326,19/05/2020,01/03/2020,Seleccione,PODER JUDICIAL,176,Dzidzantún
3117601327,19/05/2020,20/10/2019,Seleccione,PODER JUDICIAL,176,Samahil
3117601328,20/05/2020,20/03/2020,Emergencia,PODER JUDICIAL,176,Mérida
3117211136,22/05/2020,28/02/2020,Seleccione,PODER JUDICIAL,176,Kanasín
3117601329,25/05/2020,24/04/2020,Emergencia,PODER JUDICIAL,176,Mérida
3117601330,26/05/2020,16/04/2019,Emergencia,PODER JUDICIAL,176,Mérida
3117208820,29/05/2020,29/03/2020,Seleccione,PODER JUDICIAL,176,Mérida
3117601331,30/05/2020,24/02/2020,Seleccione,PODER JUDICIAL,176,Mérida
3116800270,01/06/2020,07/04/2019,Seleccione,PODER JUDICIAL,176,Kanasín
3117601332,09/06/2020,27/01/2020,Emergencia,PODER JUDICIAL,176,Ticul
3117601333,17/06/2020,08/03/2020,Emergencia,PODER JUDICIAL,176,Chumayel
3117207610,17/06/2020,10/12/2019,Seleccione,PODER JUDICIAL,176,Muna
3117211344,17/06/2020,15/04/2020,Emergencia,PODER JUDICIAL,176,Ticul
3117211402,18/06/2020,24/02/2020,Emergencia,PODER JUDICIAL,176,Chumayel
3117601334,18/06/2020,16/04/2020,Emergencia,PODER JUDICIAL,176,Chumayel
3117209570,18/06/2020,15/03/2020,Seleccione,PODER JUDICIAL,176,Panabá
3117601335,18/06/2020,04/03/2020,Seleccione,PODER JUDICIAL,176,Espita
3117601336,19/06/2020,19/02/2020,Emergencia,PODER JUDICIAL,176,Mérida
3117601337,19/06/2020,20/05/2020,Emergencia,PODER JUDICIAL,176,Tekax
3117601337,19/06/2020,20/05/2020,Emergencia,PODER JUDICIAL,176,Tekax
3117101896,19/06/2020,30/03/2020,Seleccione,PODER JUDICIAL,176,Conkal
3116903571,19/06/2020,15/06/2020,Seleccione,PODER JUDICIAL,176,Kanasín
3117601338,22/06/2020,07/04/2020,Seleccione,PODER JUDICIAL,176,Mérida
3117601339,22/06/2020,16/05/2014,Seleccione,PODER JUDICIAL,176,Mérida
3117601340,23/06/2020,28/12/2018,Seleccione,PODER JUDICIAL,176,Mérida
3117601341,24/06/2020,01/05/2020,Seleccione,PODER JUDICIAL,176,Mérida
3117601342,25/06/2020,20/01/2018,Seleccione,PODER JUDICIAL,176,Mérida
3117601343,25/06/2020,20/01/2018,Seleccione,PODER JUDICIAL,176,Mérida
3117601344,25/06/2020,07/01/2020,Seleccione,PODER JUDICIAL,176,Mérida
3117601345,26/06/2020,08/06/2020,Seleccione,PODER JUDICIAL,176,Mérida
3117601346,26/06/2020,03/03/2020,Emergencia,PODER JUDICIAL,176,Mérida
3117201119,26/06/2020,07/06/2020,Emergencia,PODER JUDICIAL,176,Tekax
3117601347,26/06/2020,07/06/2020,Emergencia,PODER JUDICIAL,176,Tekax
3117601348,26/06/2020,25/01/2020,Emergencia,PODER JUDICIAL,176,Mérida
3117601349,29/06/2020,15/06/2020,Emergencia,PODER JUDICIAL,176,Conkal
3117601350,29/06/2020,23/06/2020,Emergencia,PODER JUDICIAL,176,Mérida
3117601351,29/06/2020,10/04/2017,Seleccione,PODER JUDICIAL,176,Mérida
3117601352,01/07/2020,17/04/2017,Seleccione,PODER JUDICIAL,176,Mérida
3117601353,01/07/2020,27/05/2020,Seleccione,PODER JUDICIAL,176,Mérida
3117601354,01/07/2020,22/04/2018,Seleccione,PODER JUDICIAL,176,Mérida
3117601355,02/07/2020,10/03/2004,Seleccione,PODER JUDICIAL,176,Mérida
3117601356,02/07/2020,27/05/2020,Emergencia,PODER JUDICIAL,176,Mérida
3117601357,03/07/2020,19/01/2020,Seleccione,PODER JUDICIAL,176,Temozón
3117601358,03/07/2020,10/06/2020,Emergencia,PODER JUDICIAL,176,Ticul
3117207772,09/07/2020,11/06/2020,Emergencia,PODER JUDICIAL,176,Ticul
3117601359,09/07/2020,17/08/2013,Seleccione,PODER JUDICIAL,176,Mérida
3117601360,10/07/2020,21/05/2019,Seleccione,PODER JUDICIAL,176,Mérida
3117601361,13/07/2020,15/06/2020,Emergencia,PODER JUDICIAL,176,Chumayel
3117601362,13/07/2020,15/06/2020,Emergencia,PODER JUDICIAL,176,Chumayel
3117211323,28/07/2020,12/12/2019,Seleccione,PODER JUDICIAL,176,Kaua
3117601363,28/07/2020,17/06/2020,Emergencia,PODER JUDICIAL,176,Ticul
3117601364,29/07/2020,18/06/2020,Seleccione,PODER JUDICIAL,176,Akil
3117601365,31/07/2020,27/05/2020,Emergencia,PODER JUDICIAL,176,Ticul
3117601366,31/07/2020,27/06/2020,Emergencia,PODER JUDICIAL,176,Ticul
3117601367,31/07/2020,07/07/2020,Seleccione,PODER JUDICIAL,176,Tekax
3117601368,07/08/2020,08/05/2020,Seleccione,PODER JUDICIAL,176,Tekax
3117601369,11/08/2020,13/07/2020,Seleccione,PODER JUDICIAL,176,Teya
3117601370,13/08/2020,14/07/2020,Emergencia,PODER JUDICIAL,176,Ticul
3117601371,17/08/2020,29/07/2020,Emergencia,PODER JUDICIAL,176,Kinchil
3117601372,19/08/2020,07/08/2020,Seleccione,PODER JUDICIAL,176,Tzucacab
3117601373,19/08/2020,07/08/2020,Seleccione,PODER JUDICIAL,176,Tzucacab
3117601374,19/08/2020,07/08/2020,Seleccione,PODER JUDICIAL,176,Tzucacab
3116902025,26/08/2020,27/09/2018,Emergencia,PODER JUDICIAL,176,Mérida
3117601375,26/08/2020,13/07/2020,Seleccione,PODER JUDICIAL,176,Mérida
3117601376,27/08/2020,05/07/2020,Emergencia,PODER JUDICIAL,176,Ticul
3117601377,27/08/2020,08/07/2020,Emergencia,PODER JUDICIAL,176,Teabo
3117601378,28/08/2020,02/08/2020,Emergencia,PODER JUDICIAL,176,Mérida
3117601379,28/08/2020,02/08/2020,Emergencia,PODER JUDICIAL,176,Mérida
3117601380,28/08/2020,24/03/2020,Emergencia,PODER JUDICIAL,176,Mérida
3116904251,28/08/2020,01/04/2020,Emergencia,PODER JUDICIAL,176,Mérida
3116904251,31/08/2020,01/04/2020,Seleccione,PODER JUDICIAL,176,Mérida
3117601381,31/08/2020,17/08/2020,Emergencia,PODER JUDICIAL,176,Umán
3117601382,31/08/2020,14/06/2020,Emergencia,PODER JUDICIAL,176,Mérida
3117601383,02/09/2020,15/11/2000,Seleccione,PODER JUDICIAL,176,Mérida
3117601384,07/09/2020,19/12/2018,Seleccione,PODER JUDICIAL,176,Mérida
3117601385,08/09/2020,02/07/2020,Seleccione,PODER JUDICIAL,176,Ticul
3117601386,08/09/2020,29/05/2019,Seleccione,PODER JUDICIAL,176,Kanasín
3117601387,08/09/2020,14/05/2019,Emergencia,PODER JUDICIAL,176,Kanasín
3117601388,09/09/2020,26/05/2019,Emergencia,PODER JUDICIAL,176,Mérida
3117601389,09/09/2020,26/05/2019,Emergencia,PODER JUDICIAL,176,Mérida
3117601390,09/09/2020,27/05/2019,Emergencia,PODER JUDICIAL,176,Mérida
3117601391,09/09/2020,27/05/2019,Emergencia,PODER JUDICIAL,176,Mérida
3117601392,09/09/2020,14/06/2019,Emergencia,PODER JUDICIAL,176,Mérida
3117601393,09/09/2020,14/06/2019,Emergencia,PODER JUDICIAL,176,Mérida
3117211698,10/09/2020,17/06/2020,Seleccione,PODER JUDICIAL,176,Tecoh
3117601394,14/09/2020,05/09/2020,Emergencia,PODER JUDICIAL,176,Kanasín
3117101959,14/09/2020,26/12/2019,Seleccione,PODER JUDICIAL,176,Mérida
3117601395,14/09/2020,04/09/2020,Emergencia,PODER JUDICIAL,176,Kanasín
3117601396,15/09/2020,29/08/2020,Emergencia,PODER JUDICIAL,176,Ticul
3116902041,15/09/2020,28/07/2020,Seleccione,PODER JUDICIAL,176,Kanasín
3117601397,15/09/2020,14/08/2020,Seleccione,PODER JUDICIAL,176,Conkal
3117601398,18/09/2020,27/08/2020,Seleccione,PODER JUDICIAL,176,Tekax
3117601399,18/09/2020,27/08/2020,Seleccione,PODER JUDICIAL,176,Tekax
3117601400,18/09/2020,27/08/2020,Seleccione,PODER JUDICIAL,176,Tekax
3117601401,21/09/2020,22/08/2020,Seleccione,PODER JUDICIAL,176,Mérida
3117201067,21/09/2020,27/08/2020,Seleccione,PODER JUDICIAL,176,Tekax
3117601402,21/09/2020,27/08/2020,Seleccione,PODER JUDICIAL,176,Tekax
3117601403,21/09/2020,16/08/2020,Seleccione,PODER JUDICIAL,176,Umán
3117601404,22/09/2020,31/08/2020,Emergencia,PODER JUDICIAL,176,Tekax
3117601405,22/09/2020,28/08/2020,Seleccione,PODER JUDICIAL,176,Mérida
3117600192,23/09/2020,22/12/2019,Seleccione,PODER JUDICIAL,176,Mérida
3117601406,24/09/2020,27/06/2020,Seleccione,PODER JUDICIAL,176,Mérida
3117601407,25/09/2020,05/09/2020,Seleccione,PODER JUDICIAL,176,Tekax
3117601408,25/09/2020,05/09/2020,Seleccione,PODER JUDICIAL,176,Tekax
3117601409,25/09/2020,05/09/2020,Seleccione,PODER JUDICIAL,176,Tekax
3117601410,25/09/2020,05/09/2020,Seleccione,PODER JUDICIAL,176,Tekax
3117211411,25/09/2020,28/04/2020,Seleccione,PODER JUDICIAL,176,Tzucacab
3116904472,28/09/2020,01/09/2020,Emergencia,PODER JUDICIAL,176,Tekax
3116904472,28/09/2020,01/09/2020,Seleccione,PODER JUDICIAL,176,Tekax
3117201595,28/09/2020,16/02/2019,Seleccione,PODER JUDICIAL,176,Umán
3117203825,28/09/2020,21/10/2018,Seleccione,PODER JUDICIAL,176,Izamal
3117601412,29/09/2020,04/09/2020,Seleccione,PODER JUDICIAL,176,Suma
3117601413,29/09/2020,10/09/2020,Emergencia,PODER JUDICIAL,176,Conkal
3117601413,29/09/2020,10/09/2020,Seleccione,PODER JUDICIAL,176,Conkal
3117601414,29/09/2020,10/09/2020,Emergencia,PODER JUDICIAL,176,Motul
3116904488,30/09/2020,13/09/2020,Emergencia,PODER JUDICIAL,176,Mérida
3117601415,30/09/2020,13/09/2020,Emergencia,PODER JUDICIAL,176,Mérida
3117601416,30/09/2020,17/09/2020,Emergencia,PODER JUDICIAL,176,Mérida
3117601417,30/09/2020,17/09/2020,Emergencia,PODER JUDICIAL,176,Mérida
3117601418,06/10/2020,06/07/2020,Seleccione,PODER JUDICIAL,176,Mérida
3116904441,08/10/2020,06/08/2020,Seleccione,PODER JUDICIAL,176,Mérida
3116903059,08/10/2020,20/08/2020,Seleccione,PODER JUDICIAL,176,Mérida
3117601419,09/10/2020,29/09/2020,Emergencia,PODER JUDICIAL,176,Mérida
3116901861,14/10/2020,27/08/2020,Seleccione,PODER JUDICIAL,176,Mérida
3117201455,15/10/2020,18/09/2020,Emergencia,PODER JUDICIAL,176,Peto
3117601420,15/10/2020,27/09/2020,Emergencia,PODER JUDICIAL,176,Mérida
3117601421,15/10/2020,03/09/2020,Seleccione,PODER JUDICIAL,176,Buctzotz
3117206674,16/10/2020,16/08/2020,Seleccione,PODER JUDICIAL,176,Tizimín
3117601422,16/10/2020,02/05/2020,Seleccione,PODER JUDICIAL,176,Maxcanú
3117601423,16/10/2020,13/10/2019,Seleccione,PODER JUDICIAL,176,Mérida
3117601424,19/10/2020,19/09/2020,Emergencia,PODER JUDICIAL,176,Sacalum
3117601425,19/10/2020,30/09/2020,Emergencia,PODER JUDICIAL,176,Oxkutzcab
3117601426,20/10/2020,24/09/2020,Emergencia,PODER JUDICIAL,176,Akil
3117601427,20/10/2020,13/09/2020,Emergencia,PODER JUDICIAL,176,Tzucacab
3117601427,20/10/2020,13/09/2020,Seleccione,PODER JUDICIAL,176,Tzucacab
3117601350,22/10/2020,23/06/2020,Seleccione,PODER JUDICIAL,176,Mérida
3117211805,22/10/2020,09/06/2020,Seleccione,PODER JUDICIAL,176,Mérida
3117601428,23/10/2020,15/11/2019,Seleccione,PODER JUDICIAL,176,Mérida
3117601429,23/10/2020,24/09/2020,Seleccione,PODER JUDICIAL,176,Mérida
3117601430,23/10/2020,24/09/2020,Emergencia,PODER JUDICIAL,176,Umán
3117601431,23/10/2020,13/03/2020,Seleccione,PODER JUDICIAL,176,Mérida
3117202639,28/10/2020,03/10/2020,Emergencia,PODER JUDICIAL,176,Tekax
3117601432,28/10/2020,03/10/2020,Emergencia,PODER JUDICIAL,176,Tekax
3117601433,28/10/2020,03/10/2020,Emergencia,PODER JUDICIAL,176,Tekax
3117601434,28/10/2020,03/10/2020,Emergencia,PODER JUDICIAL,176,Tekax
3116800289,28/10/2020,09/03/2020,Seleccione,PODER JUDICIAL,176,Mérida
3117601435,28/10/2020,05/10/2020,Emergencia,PODER JUDICIAL,176,Tekax
3117601436,29/10/2020,01/08/2020,Seleccione,PODER JUDICIAL,176,Akil
3117601437,29/10/2020,16/05/2020,Seleccione,PODER JUDICIAL,176,Tekax
3117601438,30/10/2020,11/02/2020,Seleccione,PODER JUDICIAL,176,Hunucmá
3117601439,30/10/2020,14/04/2020,Seleccione,PODER JUDICIAL,176,Mérida
3117601440,04/11/2020,08/08/2020,Seleccione,PODER JUDICIAL,176,Mérida
3117601441,04/11/2020,20/06/2020,Seleccione,PODER JUDICIAL,176,Muna
3117600502,05/11/2020,11/07/2019,Emergencia,PODER JUDICIAL,176,Mérida
3117601442,06/11/2020,17/12/2019,Seleccione,PODER JUDICIAL,176,Mérida
3117601443,06/11/2020,23/04/2020,Seleccione,PODER JUDICIAL,176,Mérida
3117601444,06/11/2020,08/01/2020,Seleccione,PODER JUDICIAL,176,Umán
3117208455,10/11/2020,12/10/2020,Seleccione,PODER JUDICIAL,176,Tekax
3117212196,11/11/2020,27/06/2020,Seleccione,PODER JUDICIAL,176,Progreso
3117601445,11/11/2020,12/05/2020,Seleccione,PODER JUDICIAL,176,Mérida
3117601439,11/11/2020,14/04/2020,Seleccione,PODER JUDICIAL,176,Mérida
3117208132,11/11/2020,01/08/2020,Seleccione,PODER JUDICIAL,176,Halachó
3117601446,12/11/2020,16/07/2020,Seleccione,PODER JUDICIAL,176,Cacalchén
3117601447,12/11/2020,06/08/2020,Seleccione,PODER JUDICIAL,176,Motul
3117211072,12/11/2020,21/12/2019,Seleccione,PODER JUDICIAL,176,Kanasín
3117601448,13/11/2020,15/09/2018,Seleccione,PODER JUDICIAL,176,Mérida
3117601449,17/11/2020,21/01/2017,Seleccione,PODER JUDICIAL,176,Maxcanú
3117211277,18/11/2020,22/01/2020,Seleccione,PODER JUDICIAL,176,Progreso
3116902524,18/11/2020,24/05/2020,Seleccione,PODER JUDICIAL,176,Mérida
3116903383,18/11/2020,20/10/2019,Seleccione,PODER JUDICIAL,176,Mérida
3117601450,19/11/2020,20/10/2020,Seleccione,PODER JUDICIAL,176,Mérida
3117601451,19/11/2020,14/12/2018,Seleccione,PODER JUDICIAL,176,Mérida
3117601452,19/11/2020,12/08/2020,Seleccione,PODER JUDICIAL,176,Coyoacán
31AG100639,20/11/2020,21/10/2020,Seleccione,PODER JUDICIAL,176,Sacalum
3117601453,20/11/2020,16/10/2020,Emergencia,PODER JUDICIAL,176,Tekax
3117209507,20/11/2020,16/10/2020,Emergencia,PODER JUDICIAL,176,Tekax
3117601454,20/11/2020,16/10/2020,Emergencia,PODER JUDICIAL,176,Tekax
3117601455,20/11/2020,15/10/2020,Emergencia,PODER JUDICIAL,176,Ticul
3117601456,23/11/2020,19/10/2020,Emergencia,PODER JUDICIAL,176,Sacalum
3117601457,23/11/2020,19/10/2020,Emergencia,PODER JUDICIAL,176,Chumayel
3117601458,23/11/2020,19/10/2020,Emergencia,PODER JUDICIAL,176,Chumayel
3117601459,23/11/2020,19/10/2020,Emergencia,PODER JUDICIAL,176,Chumayel
3117601460,23/11/2020,10/10/2020,Emergencia,PODER JUDICIAL,176,Mérida
3117601461,23/11/2020,28/10/2020,Seleccione,PODER JUDICIAL,176,Tzucacab
3117601462,25/11/2020,18/11/2019,Seleccione,PODER JUDICIAL,176,Mérida
3117601463,25/11/2020,19/09/2020,Seleccione,PODER JUDICIAL,176,Mérida
3117601464,26/11/2020,10/08/2020,Seleccione,PODER JUDICIAL,176,Mérida
3117601465,26/11/2020,12/01/2020,Seleccione,PODER JUDICIAL,176,Cuauhtémoc
3117601466,30/11/2020,22/10/2020,Seleccione,PODER JUDICIAL,176,Mérida
3117601467,01/12/2020,02/10/2020,Seleccione,PODER JUDICIAL,176,Mérida
3117209748,01/12/2020,23/09/2020,Seleccione,PODER JUDICIAL,176,Conkal
3117601468,01/12/2020,13/10/2020,Seleccione,PODER JUDICIAL,176,Yaxkukul
3117601469,02/12/2020,20/11/2020,Seleccione,PODER JUDICIAL,176,Mérida
3117211678,04/12/2020,01/06/2020,Seleccione,PODER JUDICIAL,176,Acanceh
3117601470,04/12/2020,31/12/2019,Seleccione,PODER JUDICIAL,176,Mérida
3117601471,07/12/2020,17/11/2020,Seleccione,PODER JUDICIAL,176,Mérida
3117601472,07/12/2020,22/11/2020,Seleccione,PODER JUDICIAL,176,Mérida
3117601473,08/12/2020,10/08/2019,Seleccione,PODER JUDICIAL,176,Mérida
3117211530,08/12/2020,09/08/2020,Seleccione,PODER JUDICIAL,176,Mérida
3117601474,09/12/2020,15/01/2020,Seleccione,PODER JUDICIAL,176,Tahmek
3117601475,10/12/2020,01/11/2020,Emergencia,PODER JUDICIAL,176,Tekax
3117601476,10/12/2020,03/11/2020,Emergencia,PODER JUDICIAL,176,Tekax
3117601477,11/12/2020,21/10/2020,Emergencia,PODER JUDICIAL,176,Ticul
3117601478,11/12/2020,08/09/2020,Emergencia,PODER JUDICIAL,176,Oxkutzcab
3117601479,14/12/2020,12/11/2020,Emergencia,PODER JUDICIAL,176,Oxkutzcab
